鄉鎮市區,土地面積平方公尺,租賃年月日,租賃層次,建物型態,單價元平方公尺
The villages and towns urban district,land shifting total area square meter,transaction year month and day,shifting level,building state,the unit price (NTD / square meter)
文山區,202.02,,六層,住宅大樓(11層含以上有電梯),320.3
文山區,33.75,,九層,辦公商業大樓,358.5
信義區,64.47,,全,其他,265.5
萬華區,28.02,,十一層,公寓(5樓含以下無電梯),581.0
萬華區,195.41,,五層,廠辦,472.0
士林區,238.62,,六層,公寓(5樓含以下無電梯),390.3
中正區,47.8,,十二層,華廈(10層含以下有電梯),399.8
中正區,378.79,,地下一層,公寓(5樓含以下無電梯),47.1
中山區,79.84,,十四層,住宅大樓(11層含以上有電梯),397.2
中山區,23.94,,九層,辦公商業大樓,468.6
大安區,244.18,,六層,辦公商業大樓,546.9
文山區,170.11,,十八層,廠辦,526.4
信義區,113.5,,四層,公寓(5樓含以下無電梯),352.9
南港區,14.42,,十一層,住宅大樓(11層含以上有電梯),509.4
文山區,258.12,,十一層,其他,265.1
大安區,391.74,,地下層,透天厝,174.6
松山區,240.3,,地下一層,套房(1房1廳1衛),33.2
萬華區,200.18,,九層,辦公商業大樓,610.6
松山區,80.64,,十三層,其他,349.8
士林區,425.83,,九層,其他,337.1
中山區,295.79,,十五層,店面(店鋪),543.7
文山區,6.33,,六層,店面(店鋪),502.3
大同區,269.89,,地下層,辦公商業大樓,32.0
松山區,123.11,,一層,套房(1房1廳1衛),501.3
松山區,133.65,,一層,套房(1房1廳1衛),502.2
信義區,296.67,,地下層,店面(店鋪),268.1
中正區,217.03,,五層,公寓(5樓含以下無電梯),353.8
信義區,161.53,,十三層,店面(店鋪),610.4
信義區,190.02,,三層,廠辦,306.6
大安區,336.45,,十層,華廈(10層含以下有電梯),552.9
內湖區,238.74,,二層,套房(1房1廳1衛),163.6
信義區,115.09,,七層,華廈(10層含以下有電梯),404.7
中正區,126.57,,十八層,公寓(5樓含以下無電梯),640.8
大同區,194.66,,一層,店面(店鋪),729.1
南港區,204.48,,十三層,套房(1房1廳1衛),198.6
士林區,346.86,,十二層,華廈(10層含以下有電梯),483.3
大安區,93.52,,一層,店面(店鋪),890.0
中正區,5.46,,十一層,華廈(10層含以下有電梯),492.5
中山區,196.06,,九層,辦公商業大樓,483.0
萬華區,257.57,,四層,套房(1房1廳1衛),389.3
大同區,37.7,,五層,住宅大樓(11層含以上有電梯),359.7
北投區,168.29,,四層,其他,168.0
大安區,63.11,,七層,其他,355.3
信義區,244.06,,二十一層,透天厝,623.9
北投區,182.34,,一層,廠辦,387.2
大同區,118.39,,地下層,其他,-187.4
萬華區,283.98,,十二層,華廈(10層含以下有電梯),563.8
內湖區,27.02,,十五層,華廈(10層含以下有電梯),222.3
北投區,7.81,,十三層,店面(店鋪),505.0
中山區,13.07,,十三層,透天厝,408.5
松山區,42.13,,十一層,公寓(5樓含以下無電梯),560.3
南港區,236.63,,十四層,廠辦,272.1
內湖區,280.04,,二層,其他,194.8
北投區,4.04,,地下一層,辦公商業大樓,28.2
大安區,57.51,,十八層,住宅大樓(11層含以上有電梯),825.4
大同區,432.32,,二十一層,透天厝,580.0
大安區,87.23,,九層,其他,355.1
文山區,47.17,,三層,透天厝,302.4
文山區,5.26,,八層,住宅大樓(11層含以上有電梯),301.8
大同區,64.85,,十二層,其他,182.1
中正區,175.95,,二層,其他,241.7
大安區,96.6,,十五層,店面(店鋪),614.9
中正區,242.93,,二十一層,廠辦,531.6
內湖區,180.64,,四層,公寓(5樓含以下無電梯),307.6
中山區,503.87,,二十一層,透天厝,667.5
北投區,61.0,,十五層,透天厝,198.6
北投區,97.92,,六層,套房(1房1廳1衛),98.1
信義區,10.11,,八層,透天厝,378.7
萬華區,342.46,,十層,透天厝,607.8
北投區,48.58,,二十一層,公寓(5樓含以下無電梯),442.3
內湖區,29.39,,十層,廠辦,284.7
中山區,222.99,,地下一層,廠辦,26.9
信義區,217.95,,二十一層,公寓(5樓含以下無電梯),549.0
大安區,432.79,,十三層,辦公商業大樓,568.6
中正區,30.79,,十三層,透天厝,393.0
大同區,149.49,,四層,住宅大樓(11層含以上有電梯),381.7
北投區,67.51,,十一層,套房(1房1廳1衛),218.1
中正區,183.93,,三層,辦公商業大樓,444.7
南港區,117.8,,十四層,公寓(5樓含以下無電梯),286.4
大同區,138.72,,十四層,其他,138.2
中正區,109.94,,二十一層,公寓(5樓含以下無電梯),544.7
大安區,327.23,,二層,透天厝,529.1
文山區,54.72,,十八層,華廈(10層含以下有電梯),598.6
士林區,90.14,,七層,辦公商業大樓,517.8
中山區,47.46,,六層,公寓(5樓含以下無電梯),332.8
大安區,118.61,,四層,其他,366.0
萬華區,96.82,,十層,廠辦,490.3
中山區,292.14,,二十一層,廠辦,552.8
萬華區,520.55,,地下層,套房(1房1廳1衛),27.3
萬華區,180.75,,六層,住宅大樓(11層含以上有電梯),556.6
大同區,270.26,,四層,辦公商業大樓,416.0
萬華區,511.02,,九層,店面(店鋪),810.9
士林區,85.34,,全,其他,330.4
松山區,210.96,,三層,辦公商業大樓,569.3
中山區,110.22,,二層,套房(1房1廳1衛),225.5
松山區,64.23,,十三層,套房(1房1廳1衛),320.8
士林區,247.0,,十層,公寓(5樓含以下無電梯),441.3
士林區,119.88,,十四層,公寓(5樓含以下無電梯),356.5
松山區,281.15,,四層,住宅大樓(11層含以上有電梯),579.5
萬華區,78.95,,九層,辦公商業大樓,600.4
信義區,239.67,,十一層,透天厝,522.4
南港區,20.49,,全,華廈(10層含以下有電梯),409.6
信義區,85.35,,地下一層,華廈(10層含以下有電梯),75.5
中正區,62.06,,三層,透天厝,397.5
大同區,260.63,,一層,店面(店鋪),734.6
中正區,423.72,,九層,透天厝,448.1
大同區,119.02,,六層,華廈(10層含以下有電梯),315.0
大安區,227.0,,六層,辦公商業大樓,545.4
北投區,255.32,,二層,透天厝,320.9
大安區,13.82,,二層,公寓(5樓含以下無電梯),430.1
文山區,80.65,,地下層,店面(店鋪),160.9
信義區,117.84,,七層,華廈(10層含以下有電梯),404.9
士林區,41.96,,八層,套房(1房1廳1衛),247.1
大安區,202.82,,八層,店面(店鋪),715.7
士林區,202.75,,地下一層,辦公商業大樓,200.5
信義區,88.75,,三層,廠辦,298.1
中山區,83.49,,十層,辦公商業大樓,495.8
大安區,18.06,,十三層,辦公商業大樓,533.8
大同區,200.92,,九層,透天厝,365.0
南港區,301.23,,五層,住宅大樓(11層含以上有電梯),434.7
士林區,19.12,,十層,店面(店鋪),706.1
南港區,149.04,,地下層,華廈(10層含以下有電梯),22.7
松山區,325.37,,五層,廠辦,461.0
內湖區,131.62,,八層,其他,168.2
松山區,149.5,,十二層,透天厝,545.7
南港區,140.33,,七層,透天厝,415.0
大安區,70.32,,五層,套房(1房1廳1衛),321.7
